future_research_rank,research_tier,candidate_on_off_ratio,candidate_mode,candidate_state_count,crossbar_size,requested_weight_bits,adc_bits,predicted_accuracy,historical_mean_abs_error_pp,validation_adjusted_score,accuracy_margin_pp,relative_hardware_cost_proxy,matched_device_id,matched_study_id,matched_family,matched_on_off_ratio,matched_mode,match_class,match_distance,matched_evidence_coverage_fraction,matched_scenario_status,matched_scenario_reasons,experimental_direction,is_material_identity_prediction,is_structure_prediction,requires_new_experimental_validation
48,TIER_C_HIGH_EXTRAPOLATION,2.128684,DISCRETE_MULTILEVEL,16,256,7,8,96.12921946031746,0.2082744928715715,95.92094496744588,0.4209449674458909,2560,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,LARGE_GAP,2.25,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈2.12868 with about 16 stable states. Nearest literature anchor: TiOx_02_Pt. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
49,TIER_C_HIGH_EXTRAPOLATION,2.0,DISCRETE_MULTILEVEL,16,256,7,8,96.12254373809525,0.2082744928715715,95.91426924522366,0.4142692452236645,2560,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,LARGE_GAP,2.25,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈2 with about 16 stable states. Nearest literature anchor: HfZrOx_01. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
50,TIER_C_HIGH_EXTRAPOLATION,1.705978,DISCRETE_MULTILEVEL,16,256,7,8,96.1168031904762,0.2082744928715715,95.90852869760462,0.4085286976046234,2560,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,LARGE_GAP,2.25,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈1.70598 with about 16 stable states. Nearest literature anchor: TiOx_02_Au. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
51,TIER_C_HIGH_EXTRAPOLATION,5.0,DISCRETE_MULTILEVEL,8,256,4,8,96.0659702063492,0.2036597221212104,95.86231048422798,0.3623104842279758,2560,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,LARGE_GAP,2.25,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈5 with about 8 stable states. Nearest literature anchor: HfOx_02. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
52,TIER_C_HIGH_EXTRAPOLATION,2.128684,DISCRETE_MULTILEVEL,8,256,4,8,96.05493182539682,0.2036597221212104,95.8512721032756,0.3512721032756047,2560,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,LARGE_GAP,2.25,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈2.12868 with about 8 stable states. Nearest literature anchor: TiOx_02_Pt. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
53,TIER_C_HIGH_EXTRAPOLATION,2.0,DISCRETE_MULTILEVEL,8,256,4,8,96.04202865873016,0.2036597221212104,95.83836893660892,0.3383689366089299,2560,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,LARGE_GAP,2.25,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈2 with about 8 stable states. Nearest literature anchor: HfZrOx_01. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
54,TIER_C_HIGH_EXTRAPOLATION,1.705978,DISCRETE_MULTILEVEL,8,256,4,8,96.01610124963923,0.2036597221212104,95.81244152751805,0.3124415275180325,2560,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,LARGE_GAP,2.25,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈1.70598 with about 8 stable states. Nearest literature anchor: TiOx_02_Au. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
55,TIER_C_HIGH_EXTRAPOLATION,2.02898,DISCRETE_MULTILEVEL,16,256,7,8,96.12254373809525,0.2082744928715715,95.91426924522366,0.4142692452236645,2560,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,LARGE_GAP,2.2562477704760937,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈2.02898 with about 16 stable states. Nearest literature anchor: HfZrOx_01. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
56,TIER_C_HIGH_EXTRAPOLATION,2.02898,DISCRETE_MULTILEVEL,8,256,4,8,96.04202865873016,0.2036597221212104,95.83836893660892,0.3383689366089299,2560,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,LARGE_GAP,2.2562477704760937,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈2.02898 with about 8 stable states. Nearest literature anchor: HfZrOx_01. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
57,TIER_C_HIGH_EXTRAPOLATION,41.92543,DISCRETE_MULTILEVEL,16,256,7,8,96.14325778571428,0.2082744928715715,95.93498329284272,0.4349832928427162,2560,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,LARGE_GAP,2.2845783272994447,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈41.9254 with about 16 stable states. Nearest literature anchor: HfOx_01. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
58,TIER_C_HIGH_EXTRAPOLATION,3.718072,DISCRETE_MULTILEVEL,16,256,7,8,96.13956578571428,0.2082744928715715,95.93129129284272,0.4312912928427153,2560,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,LARGE_GAP,2.378652208760297,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈3.71807 with about 16 stable states. Nearest literature anchor: HfOx_02. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
59,TIER_C_HIGH_EXTRAPOLATION,3.718072,DISCRETE_MULTILEVEL,8,256,4,8,96.0659702063492,0.2036597221212104,95.86231048422798,0.3623104842279758,2560,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,LARGE_GAP,2.378652208760297,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈3.71807 with about 8 stable states. Nearest literature anchor: HfOx_02. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
60,TIER_C_HIGH_EXTRAPOLATION,6.813303,DISCRETE_MULTILEVEL,16,256,7,8,96.13956578571428,0.2082744928715715,95.93129129284272,0.4312912928427153,2560,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,LARGE_GAP,2.38438769889986,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈6.8133 with about 16 stable states. Nearest literature anchor: HfOx_02. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
61,TIER_C_HIGH_EXTRAPOLATION,6.813303,DISCRETE_MULTILEVEL,8,256,4,8,96.0659702063492,0.2036597221212104,95.86231048422798,0.3623104842279758,2560,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,LARGE_GAP,2.38438769889986,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈6.8133 with about 8 stable states. Nearest literature anchor: HfOx_02. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
62,TIER_C_HIGH_EXTRAPOLATION,12.485261,DISCRETE_MULTILEVEL,8,256,4,8,96.06691049206349,0.2036597221212104,95.86325076994228,0.3632507699422689,2560,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,LARGE_GAP,2.463682070859824,1.0,LITERATURE_CONSTRAINED,none,"Explore a discrete-multilevel device near ON/OFF≈12.4853 with about 8 stable states. Nearest literature anchor: TaOx_01. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
63,TIER_C_HIGH_EXTRAPOLATION,22.879029,DISCRETE_MULTILEVEL,16,256,7,8,96.14325778571428,0.2082744928715715,95.93498329284272,0.4349832928427162,2560,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,LARGE_GAP,2.54761826406874,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈22.879 with about 16 stable states. Nearest literature anchor: HfOx_01. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
64,TIER_C_HIGH_EXTRAPOLATION,12.485261,DISCRETE_MULTILEVEL,16,256,7,8,96.14033454761903,0.2082744928715715,95.93206005474748,0.4320600547474811,2560,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,LARGE_GAP,2.647427621219989,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized,"Explore a discrete-multilevel device near ON/OFF≈12.4853 with about 16 stable states. Nearest literature anchor: HfOx_02. The state count must be demonstrated experimentally; verify state separation, programming repeatability, retention and variability.",False,False,True
